text,label,clean_text_cased,clean_text_lower,label_numeric
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,stora enso 's third-quarter pre-tax profit doubled to eur 197mn .,1.0
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",neutral,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 of net sales .","operating profit excluding non-recurring items decreased to eur 6.2 mn from eur 16.8 mn in 2007 , representing 2.3 of net sales .",0.0
$LINE biggies must be loading up here at lows..,positive,LINE biggies must be loading up here at lows..,line biggies must be loading up here at lows..,1.0
"By the end of 2006 , the number of joint branch offices will total 170 .",neutral,"By the end of 2006 , the number of joint branch offices will total 170 .","by the end of 2006 , the number of joint branch offices will total 170 .",0.0
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .","the acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",0.0
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive,Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,production will expand to other of elcoteq 's locations including mexico and hungary during 2010 .,1.0
$PLUG bear raid,negative,PLUG bear raid,plug bear raid,-1.0
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,This includes a EUR 39.5 mn change in the fair value of investment properties .,this includes a eur 39.5 mn change in the fair value of investment properties .,0.0
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",neutral,"ADP News - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj HEL RUTAV said today its net profit decreased to EUR 4.7 million USD 6.1 m for 2008 from EUR 6.6 million for 2007 .","adp news - feb 11 , 2009 - finnish wood products technology supplier raute oyj hel rutav said today its net profit decreased to eur 4.7 million usd 6.1 m for 2008 from eur 6.6 million for 2007 .",0.0
It is expected to be completed by the end of 2007 .,neutral,It is expected to be completed by the end of 2007 .,it is expected to be completed by the end of 2007 .,0.0
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,positive,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,airvana 's umts home base station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,1.0
The new name of the Sanoma Division will be Sanoma News .,neutral,The new name of the Sanoma Division will be Sanoma News .,the new name of the sanoma division will be sanoma news .,0.0
The changes in readership were not significant .,neutral,The changes in readership were not significant .,the changes in readership were not significant .,0.0
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,negative,The Boeing Company NYSE BA Bearish Trader bets 550K that Stock Will Sell Off 9.79 by July Expiry BA,the boeing company nyse ba bearish trader bets 550k that stock will sell off 9.79 by july expiry ba,-1.0
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,A few employees would remain at the Oulu plant in support functions for other group units .,a few employees would remain at the oulu plant in support functions for other group units .,0.0
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,"The business has sales of about Euro 35 million 44million , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for Euro 88 million early this year CW , Jan. 11 , p. 22 .","the business has sales of about euro 35 million 44million , and has been responsible for sales and marketing of lanxess 's paper chemicals business , which kemira bought for euro 88 million early this year cw , jan. 11 , p. 22 .",0.0
Glencore Studies Possible IPO for Agricultural Trading Business,positive,Glencore Studies Possible IPO for Agricultural Trading Business,glencore studies possible ipo for agricultural trading business,1.0
He said : `` It is for sale again and we will be actively marketing it .,neutral,He said It is for sale again and we will be actively marketing it .,he said it is for sale again and we will be actively marketing it .,0.0
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .","savon koulutuskuntayhtyma , finland based company has awarded contract for specialist agricultural or forestry machinery .",1.0
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,neutral,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,it offers advanced machinery maintenance and process development services to the pulp and paper industry in northern china .,0.0
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",neutral,"In Finland 's Hobby Hall 's sales decreased by 10 , and international sales fell by 19 .","in finland 's hobby hall 's sales decreased by 10 , and international sales fell by 19 .",0.0
British American Tobacco first-half sales hurt by currency moves,negative,British American Tobacco first-half sales hurt by currency moves,british american tobacco first-half sales hurt by currency moves,-1.0
Petrofac share price rises despite ÃÂ£30m costs on North Sea project,neutral,Petrofac share price rises despite 30m costs on North Sea project,petrofac share price rises despite 30m costs on north sea project,0.0
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .","both operating profit and net sales for the 12-month period increased , respectively from eur4 .7 m and eur26 .7 m , as compared to 2004 .",1.0
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .","componenta has production lines for similar-sized products at karkkila in finland , at weert in the netherlands and at orhangazi in turkey , and these had a combined output of approximately 100,000 tonnes and net sales of eur 135 million in 2007 .",0.0
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware an RF and antenna measurement laboratory facilities for the measurement of audio , cameras and displays as well as devices and robot units for the testing of mobile devices .","the equipment ixonos acquires with this deal includes mechanical engineering hardware an rf and antenna measurement laboratory facilities for the measurement of audio , cameras and displays as well as devices and robot units for the testing of mobile devices .",0.0
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .","the major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",1.0
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its From job to job '' program .,the company also said that it will sell approximately 150 hectares of land to the city of valkeakoski by the end of the year a part of its from job to job '' program .,0.0
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,Just stumbled upon this amazing chart - OFIX - holy guac. SUPER overbought.,just stumbled upon this amazing chart - ofix - holy guac. super overbought.,-1.0
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,neutral,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell to eur 6.2 mn from eur 8.5 mn in the third quarter of 2007 .,0.0
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",neutral,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .","as a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",0.0
The value of the order is USD 2.3 mn .,neutral,The value of the order is USD 2.3 mn .,the value of the order is usd 2.3 mn .,0.0
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .","as a result , the distribution companies will start to distribute , in addition to their current product offering , shimano reels , rods and other shimano fishing tackle products on an exclusive basis .",1.0
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative,"In Finland 's Hobby Hall 's sales decreased by 10 , and international sales fell by 19 .","in finland 's hobby hall 's sales decreased by 10 , and international sales fell by 19 .",-1.0
The agreement must be approved by the Russian competition authorities before it enters into force .,neutral,The agreement must be approved by the Russian competition authorities before it enters into force .,the agreement must be approved by the russian competition authorities before it enters into force .,0.0
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,neutral,The airline 's share price closed down slightly at x20ac 12.51 15US .74 in Helsinki .,the airline 's share price closed down slightly at x20ac 12.51 15us .74 in helsinki .,0.0
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,the finnish company previously said its operating result will be lower than the break-even posted a year earlier .,-1.0
$TSLA recall model X https://t.co/b7izYa4BuE,negative,TSLA recall model X,tsla recall model x,-1.0
About Dopplr Dopplr is a service for smart travellers .,neutral,About Dopplr Dopplr is a service for smart travellers .,about dopplr dopplr is a service for smart travellers .,0.0
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing .,1.0
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,"While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .","while concerns remain longer term , size and scale may enable nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",1.0
$AAPL Nice RSI 33 bounce at 9:58,positive,AAPL Nice RSI 33 bounce at 9 58,aapl nice rsi 33 bounce at 9 58,1.0
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,positive,ISR- IsoRay Up 6 and high on volume biotech,isr- isoray up 6 and high on volume biotech,1.0
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",neutral,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .","operating profit for the 12-month period decreased from eur157 .5 m , while net sales increased from eur634 .3 m , as compared to 2007 .",0.0
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",neutral,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .","the omx helsinki index was 0.33 pct lower at 9,364.80 , while the omx helsinki cap portfolio index was down 0.34 pct at 5,029.25 .",0.0
GKN to buy Fokker Technologies for 706 mln euros,positive,GKN to buy Fokker Technologies for 706 mln euros,gkn to buy fokker technologies for 706 mln euros,1.0
CompaniesMeggitt profits hit by weak energy and military markets,negative,CompaniesMeggitt profits hit by weak energy and military markets,companiesmeggitt profits hit by weak energy and military markets,-1.0
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .","the finnish business delegation includes representatives from over 20 companies that include nokia corp , finnfund , outokumpu oyj , oko bank , alteams oy and cargotec corp. .",0.0
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,neutral,Earnings per share EPS amounted to a loss of EUR0 .38 .,earnings per share eps amounted to a loss of eur0 .38 .,0.0
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,earnings per share eps rose to eur 0.11 from eur 0.03 .,1.0
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,Diluted earnings per share EPS rose to EUR 3.68 from EUR 0.50 .,diluted earnings per share eps rose to eur 3.68 from eur 0.50 .,1.0
"In this case , the effect would be negative in Finland .",negative,"In this case , the effect would be negative in Finland .","in this case , the effect would be negative in finland .",-1.0
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,This release is not an offer of securities for sale into the United States or elsewhere .,this release is not an offer of securities for sale into the united states or elsewhere .,0.0
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .","city24 users can search for homes and properties in all areas where city24 is active , even outside their own country .",0.0
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,both mr walden and mr ignatius will be responsible also for the newspapers ' business result .,0.0
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .","because the application can be considered as a hacking application , it is classified by f-secure as riskware .",0.0
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",neutral,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .","however , the net sales declined to eur 803.6 million from eur 1.2 billion .",0.0
The new SEPA cads will replace Finnish bank cards .,neutral,The new SEPA cads will replace Finnish bank cards .,the new sepa cads will replace finnish bank cards .,0.0
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .","risto raty , tekla 's executive vice president , said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project .",0.0
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .","re-use back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , petcore said previously .",1.0
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,Finnish automation solutions developer Cencorp Corporation OMX Helsinki CNC1V issued on Thursday 18 September a profit warning for the third quarter of 2008 .,finnish automation solutions developer cencorp corporation omx helsinki cnc1v issued on thursday 18 september a profit warning for the third quarter of 2008 .,-1.0
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",positive,"09 01 AM AKS DJ AK Steel Revenue Rises 36 on Auto Sector Demand, Acquisition","09 01 am aks dj ak steel revenue rises 36 on auto sector demand, acquisition",1.0
$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,SBUX heading for the 200DMA and certain doom if it can not hold there.,sbux heading for the 200dma and certain doom if it can not hold there.,-1.0
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral,"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .","to showcase our end-to-end capabilities at the mobile world congress , we arranged an internal meego application development competition to entice developers to create new applications .",0.0
$TZOO a close above 28.64 and we are ready to rock and roll,positive,TZOO a close above 28.64 and we are ready to rock and roll,tzoo a close above 28.64 and we are ready to rock and roll,1.0
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,strand associates is expanding its madison corporate headquarters with space to add about 100 employees to the engineering firm .,1.0
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,"Tectia Corporation HEL TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .","tectia corporation hel tec1v , a provider of real-time security solutions , today announced that it has appointed lan2lan , a provider of it services in the uk , to distribute its data security and manage file transfer software .",1.0
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,positive,GDX GDXJ JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,gdx gdxj jnug - strong move today for the junior gold miners - keep an eye out for a gap fill -,1.0
"industry in Asia +Ã³ Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,"industry in Asia Pakistan , Malaysia , Taiwan and Philippines Today , Global Research Data Services is going to publish several market analyses about the cement markets in Asia .","industry in asia pakistan , malaysia , taiwan and philippines today , global research data services is going to publish several market analyses about the cement markets in asia .",0.0
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",neutral,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .","according to the latvian business register , uponor latvia closed in red with lvl 99,000 eur 139,538.17 usd 194,556.48 on turnover of lvl 2.346 mn for 2009 .",0.0
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn EUR 25.56 mn USD 36.44 mn in dividends to the state in 2009 and another EEK 300mn in 2010 .","the port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of estonia , commiting the port to pay eek 400mn eur 25.56 mn usd 36.44 mn in dividends to the state in 2009 and another eek 300mn in 2010 .",0.0
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,neutral,Consolidated pretax profit decreased by 69.2 to EUR 41.0 mn from EUR 133.1 mn in 2007 .,consolidated pretax profit decreased by 69.2 to eur 41.0 mn from eur 133.1 mn in 2007 .,0.0
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to broadband connections ' .,another noticeable thing is that the search for tata and airtel brands was mostly related to broadband connections ' .,0.0
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .","the negotiations concern personnel of cencorp corporation and singulase oy as whole in finland and in sweden , the company said .",0.0
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral,"- Inge Larsen CFO , 29,045 shares , representing 0.50 of the share capital .","- inge larsen cfo , 29,045 shares , representing 0.50 of the share capital .",0.0
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,The business development initiatives in North America are headed by Lynn Shanahan .,the business development initiatives in north america are headed by lynn shanahan .,0.0
Britain's FTSE forges ahead as Shire surges,positive,Britain's FTSE forges ahead as Shire surges,britain's ftse forges ahead as shire surges,1.0
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .,0.0
`` Leipurin is a growing and rapidly internationalizing Group .,positive,Leipurin is a growing and rapidly internationalizing Group .,leipurin is a growing and rapidly internationalizing group .,1.0
The project also implies an underground parking lot for 56 vehicles .,neutral,The project also implies an underground parking lot for 56 vehicles .,the project also implies an underground parking lot for 56 vehicles .,0.0
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .","the solution is demonstrated on a tablet developed by aava mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",0.0
"Of this , EUR 38.8 mn was net interest income .",neutral,"Of this , EUR 38.8 mn was net interest income .","of this , eur 38.8 mn was net interest income .",0.0
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .","through the new production lines at the novator mill in veliky ustjug , vologda oblast , sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",0.0
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",neutral,"Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .","korean consumers are tech-savvy and leading the pack in terms of design , '' gill hyun-chang , president of motorola korea inc. , told dow jones newswires in an interview .",0.0
$EFUT hod  posted buy pm at $4.40,positive,EFUT hod posted buy pm at 4.40,efut hod posted buy pm at 4.40,1.0
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,"There has been some recovery of the base metals prices and increased demand for metals in China , however .","there has been some recovery of the base metals prices and increased demand for metals in china , however .",1.0
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,looks like a big feb 18-22 put spread on cree. Last quarter 0 YoY rev growth trading 24x earnings. I may try a short.,looks like a big feb 18-22 put spread on cree. last quarter 0 yoy rev growth trading 24x earnings. i may try a short.,-1.0
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .","according to pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",0.0
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral,"The third quarter result also includes a 400,000 euro 575,000 provision for down-sizing of lure manufacturing in Ireland .","the third quarter result also includes a 400,000 euro 575,000 provision for down-sizing of lure manufacturing in ireland .",0.0
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral,"Finnish investor Scanfil Oyj HEL SCF1V said last Friday it has bought 57 million shares , or 32.96 , in Norwegian contract electronics manufacturer Kitron ASA OSL KIT for NOK 143.9 million USD 24.4 m-EUR 18.1 m .","finnish investor scanfil oyj hel scf1v said last friday it has bought 57 million shares , or 32.96 , in norwegian contract electronics manufacturer kitron asa osl kit for nok 143.9 million usd 24.4 m-eur 18.1 m .",0.0
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 and Tier 1 ratio at 12.1 .,op-pohjola group 's capital adequacy ratio under the act on credit institutions stood at 12.1 and tier 1 ratio at 12.1 .,0.0
$EDU bouncing nicely after add-on (posted),positive,EDU bouncing nicely after add-on posted,edu bouncing nicely after add-on posted,1.0
Almost the entire office building will be occupied by Metso .,neutral,Almost the entire office building will be occupied by Metso .,almost the entire office building will be occupied by metso .,0.0
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,neutral,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,stores 16 march 2010 - finnish stationery and gift retailer tiimari hel tii1v said yesterday that it will cut a total of 28 jobs in its units tiimari retail ltd and gallerix finland ltd as a result of the closure of shops .,0.0
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,the interchange of editors-in-chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,0.0
$COST Costco less than stellar day but it held the 50 day moving average,negative,COST Costco less than stellar day but it held the 50 day moving average,cost costco less than stellar day but it held the 50 day moving average,-1.0
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",neutral,"The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .","the implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' mr meiklejohn said .",0.0
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,the finnish daily kauppalehti surmises that finnish supplier rautaruukki has raised its prices above aker 's comfort zone .,-1.0
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL SAA1V .,dutch publisher de vijver said today it has agreed to buy a 49 stake in belgian weekly magazine humo from finnish media company sanoma hel saa1v .,0.0
The deal was worth about EUR 1.2 mn .,neutral,The deal was worth about EUR 1.2 mn .,the deal was worth about eur 1.2 mn .,0.0
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,"As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .","as defences mature , attackers develop trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",0.0
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .","meanwhile , nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",1.0
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .","ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",0.0
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .","professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",0.0
